"customer_number","status_1","customer_attention","customer_name","address_1","address_2","address_3","city","province","postal","country","phone","credit_limit","credit_available"
"886101","9","DEFAULT","STEINBACH PRECISION ENTERPRISE","110 HWY 52 WEST","","","STEINBACH","MB","R5G 1Y1","CAN","204-326-3489","0","0"
"886121","9","DEFAULT","STEINBACH REGIONAL SECONDARY","PO BOX 2170 STN MAIN","","","STEINBACH","MB","R5G 1A9","CAN","204-284-1377","0","0"
"886141","3","DEFAULT","ALTASTEEL INC.","PO BOX 2348","","","EDMONTON","AB","T5J 2R3","CAN","780-468-1133","4000","4000"
"886311","5","DEFAULT","STEPHENSON EQUIPMENT EX","21 MURRAY PARK RD","","","WINNIPEG","MB","R3J 3S2","CAN","204-831-9633","1000","1000"
"886481","9","DEFAULT","STERLING CRANE REGINA","610 MCDONALD ST","","","REGINA","SK","S4N 4X2","CAN","306-721-5666","0","0"
"886491","9","DEFAULT","STERLING CRANE SASKATOON EX","119 ENGLISH CRES","","","SASKATOON","SK","S7K 8G4","CAN","306-933-1980","0","0"
"888101","3","DEFAULT","STONY MOUNTAIN INST EX","PO BOX 4500 STN MAIN","","","WINNIPEG","MB","R3C 3W8","CAN","204-344-5111","1500","1500"
"888651","9","DEFAULT","STRATHROY WELDING & RPR","27 RICHMOND ST","","","STRATHROY","ON","N7G 2Z1","CAN","519-245-5040","0","0"
"888661","A","DEFAULT","STRATHROY-CARADOC TOWNSHIP COR","52 FRANK ST","","","STRATHROY","ON","N7G 2R4","CAN","519-245-1070","1000","1000"
"888701","3","DEFAULT","STRATHCONA COUNTY OF","2001 SHERWOOD DRIVE","","","SHERWOOD PARK","AB","T8A 3J4","CAN","780-467-5869","1500","1500"
"888711","5","DEFAULT","STREAM-FLO INDUSTRIES LTD","4505 - 74TH AVE","","","EDMONTON","AB","T6B 2H5","CAN","780-468-6789","2500","2380"
"888941","9","DEFAULT","COLLEGE STURGEON HEIGHTS","2665 NESS AVE","ATTN KRISTA WESTMAN","","WINNIPEG","MB","R3J 1A5","CAN","204-888-0684","0","0"
"888951","5","DEFAULT","STURGEON TIRE 1993","DIV OF KROY ENT LTD","791 MARION ST","","WINNIPEG","MB","R2J 0K6","CAN","204-987-7414","2000","1835"
"888961","A","DEFAULT","STUCKY TRUCKING","1530 CALLSBECK AVE","","","WINNIPEG","MB","R2K 4E2","CAN","204-668-8904","1000","924"
"888971","A","DEFAULT","STURGEON VALLEY FERTILIZERS","PO BOX 292","","","ST ALBERT","AB","T8N 1N2","CAN","780-458-6015","2000","1870"
"888981","9","DEFAULT","STURGEON SD#24***CLOSED**","9820-104 ST","","","MORINVILLE","AB","T0G 1P0","CAN","780-939-4341","0","0"
"889501","9","DEFAULT","SUBTERRANEAN (MANITOBA) LTD","6 ST PAUL BLVD","","","WEST ST PAUL","MB","R2P 2W5","CAN","204-775-8291","0","0"
"889541","9","DEFAULT","STURGEON COUNTY","M D OF STURGEON NO 90","9613-100 STREET","","MORINVILLE","AB","T8R 1L9","CAN","780-939-4321","0","0"
"889591","A","DEFAULT","SUBWAY AUTOMOTIVE SERV LTD","136 NO. MAYOR MAGRATH DR","","","LETHBRIDGE","AB","T1H 3P5","CAN","403-320-2500","1000","448"
"889741","3","DEFAULT","RAINBOW DIST SCHOOL BOARD","408 WEMBLEY DR","","","SUDBURY","ON","P3E 1P2","CAN","705-674-3171","3000","3000"
"890641","9","DEFAULT","SUMMERLAND DISTRICT OF","PO BOX 159","","","SUMMERLAND","BC","V0H 1Z0","CAN","250-494-0431","0","0"
"890651","9","DEFAULT","SUMMERVIEW ENTERPRISES","PO BOX 6","","","GAINFORD","AB","T0E 0W0","CAN","780-797-4233","0","0"
"890871","9","DEFAULT","WEST FRASER LVL","RGE RD 91A S HWY 752","PO BOX 1737 STN MAIN","","ROCKY MOUNTAIN HOUSE","AB","T4T 1B3","CAN","403-845-5522","0","0"
"891671","9","DEFAULT","SUNDANCE PORTABLE WELDING LTD","2931-7 AVE NO.","","","LETHBRIDGE","AB","T1H 5C5","CAN","403-320-1787","0","0"
"891811","A","DEFAULT","SUNRISE COLONY GRAIN &","LIVESTOCK","PO BOX 588","","ETZIKOM","AB","T0K 0W0","CAN","403-666-3787","2000","1836"
"892001","A","DEFAULT","SUNNYSIDE COLONY LTD MANITOBA","PO BOX 1076","","","NEWTON SIDING","MB","R0H 0X0","CAN","204-267-2812","5000","4857"
"892011","5","DEFAULT","SUNNY SITE COLONY","PO BOX 180","","","WARNER","AB","T0K 2L0","CAN","403-642-2407","5000","3813"
"892211","9","DEFAULT","SUNRISE ELECTRIC","PO. BOX 635","","","LAC DU BONNET","MB","R0E 1A0","CAN","204-345-2327","0","0"
"892301","A","DEFAULT","SUN-RYPE PRODUCTS A DIV OF","A. LASSONDE","1165 ETHEL ST","","KELOWNA","BC","V1Y 2W4","CAN","250-860-7973","1500","626"
"892901","A","DEFAULT","SUNSHINE COLONY FARMING CO LTD","PO BOX 92","","","HUSSAR","AB","T0J 1S0","CAN","403-787-2335","500","274"
"893101","3","DEFAULT","SUNSHINE VILLAGE CORPORATION","PO BOX 1510","ATTN PURCHASING","","BANFF","AB","T1L 1J5","CAN","403-762-6571","5000","4142"
"893361","9","DEFAULT","LANDMARK FEEDS WINNIPEG","600 JAMES ST S","","","ST MARY'S","ON","N4X 1C7","CAN","204-988-1700","0","0"
"893941","3","DEFAULT","SUPREME STEEL LP SASKATOON EX","PO BOX 26002","RPO LAWSON HEIGHTS","","SASKATOON","SK","S7K 8C1","CAN","306-975-1177","1500","233"
"893961","3","DEFAULT","SURGENOR TRUCK OTTAWA","1571 LIVERPOOL COURT","","","OTTAWA","ON","K1B 4L1","CAN","613-745-0024","3000","2744"
"893981","5","DEFAULT","SUPERIOR AIR SYSTEMS LTD","50 BAYWOOD RD","","","ETOBICOKE","ON","M9V 3Z3","CAN","416-742-7447","3000","2879"
"893991","A","DEFAULT","SUPERIOR BALANCING AND PUMP","25 HAAS ROAD","","","REXDALE","ON","M9W 3A1","CAN","416-747-7270","1000","1000"
"894201","A","DEFAULT","DYNA INDUSTRIAL LP EX","3326 FAITHFULL AVE","","","SASKATOON","SK","S7K 8H1","CAN","306-933-4303","4000","3197"
"894261","9","DEFAULT","NATION TOWNSHIP OF","958 ROUTE 500 WEST","","","CASSELMAN","ON","K0A 1M0","CAN","613-678-2100","0","0"
"894491","5","DEFAULT","SUTHERLAND-SCHULTZ INC","140 TURNBULL CRT","","","CAMBRIDGE","ON","N1T 1J2","CAN","519-653-4123","2500","2500"
"895031","A","DEFAULT","SWISS INSTRUMENTS LIMITED","1920 MATTAWA AVE","","","MISSISSAUGA","ON","L4X 1K1","CAN","905-279-1275","1000","1000"
"895701","9","DEFAULT","SYNCRUDE CANADA LTD","ACCOUNTS PAYABLE","PO BOX 1600 STN M","","CALGARY","AB","T2P 1M5","CAN","780-790-5911","0","0"
"895711","A","DEFAULT","SYLVAN LAKE TOWN OF","MUNICIPAL GOVT BLDG","5012 48 AVENUE","","SYLVAN LAKE","AB","T4S 1G6","CAN","403-887-1185","1000","1000"
"895731","9","DEFAULT","SYN-TEX A DIV OF ITW CANADA EX","211 HUTCHINGS ST","","","WINNIPEG","MB","R2X 2R4","CAN","204-632-5667","0","0"
"896241","3","DEFAULT","TSCHETTER COLONY","PO BOX 130","","","IRRICANA","AB","T0M 1B0","CAN","403-935-4406","1500","1358"
"896351","9","DEFAULT","T W JOHNSTONE CO LTD","284 EXETER RD","","","LONDON","ON","N6L 1A3","CAN","519-652-5271","0","0"
"896391","9","DEFAULT","T W S CONTRACTING","16779 MC LAREN RD","","","CALEDON","ON","L7K 1S1","CAN","519-927-3433","0","0"
"896551","9","DEFAULT","T&T POWER INC","1430 HUTCHISON RD","","","WELLESLEY","ON","N0B 2T0","CAN","905-877-8900","0","0"
"896641","9","DEFAULT","T & T TRUCKING LTD","855 60TH ST EAST","","","SASKATOON","SK","S7K 5Z7","CAN","306-934-3383","0","0"
"896681","A","DEFAULT","T A EXCAVATING","1523 36 ST N","","","LETHBRIDGE","AB","T1H 6X2","CAN","403-320-0085","2000","1744"
"896741","3","DEFAULT","T.G.A.THINK GREEN ALBERTA LTD","4140 - 74 AVE NW","","","EDMONTON","AB","T6B 2P7","CAN","780-453-1234","3000","2819"
"896751","9","DEFAULT","D & M CONCRETE PRODUCTS LTD","PO BOX 5029","","","LACOMBE","AB","T4L 1W7","CAN","403-782-2122","0","0"
"896891","9","DEFAULT","HORIZON SCHOOL DIVISION #67","6302  56 ST","","","TABER","AB","T1G 1Z9","CAN","403-223-3547","0","0"
"897351","5","DEFAULT","TACHE RM OF","PO BOX 100","","","LORETTE","MB","R0A 0Y0","CAN","204-878-3321","3500","2843"
"897901","9","DEFAULT","TALPASH DAIRIES LTD","PO BOX 214","","","GILBERT PLAINS","MB","R0L 0X0","CAN","204-548-2825","0","0"
"898171","9","DEFAULT","NORTHWEST***ACCT CLOSED***","40 STAFFORD COURT","","","CAMBRIDGE","ON","N1T 1B3","CAN","519-999-9999","0","0"
"898181","9","DEFAULT","TANDET***ACCT CLOSED***","1351 SPEERS RD","","","OAKVILLE","ON","L6L 2X5","CAN","519-332-6000","0","0"
"898421","9","DEFAULT","CABOT CORP","C/O TANTALUM MININ CORP OF CANADA","BOX 2000-  173 MINNEWAWA ST","","LAC DU BONNET","MB","R0E 1A0","CAN","204-884-2400","0","0"
"898441","5","DEFAULT","MIDTOWN FORD SALES","100-1717 WAVERLEY ST","","","WINNIPEG","MB","R3T 6A9","CAN","204-284-7650","1500","1083"
"898711","9","DEFAULT","TARTAN***ACCT CLOSED***","PO BOX 9","","","REDWATER","AB","T0A 2W0","CAN","780-942-3802","0","0"
"898751","5","DEFAULT","SMS EQUIPMENT INC - DORVAL","1945 55 AVE","","","DORVAL","QC","H9P 1G9","CAN","514-636-1540","5000","5000"
"899001","5","DEFAULT","TATRA ORNAMENTAL IRON WORKS","111 BURNETT AVE","","","WINNIPEG","MB","R2G 2V5","CAN","204-668-5612","2000","138"
"899501","5","DEFAULT","TEAM AUTO PARTS","PO BOX 45051 RPO REGENT","","","WINNIPEG","MB","R2C 5C7","CAN","204-222-7333","4000","4279"
"899571","9","DEFAULT","TS & M SUPPLY***CLOSED***","PO BOX 28","","","ESTEVAN","SK","S4A 2C2","CAN","306-634-6494","0","0"
"899991","9","DEFAULT","T.P. CRAWFORD LIMITED","4549 SOUTH CLARK PLACE","","","GLOUCESTER","ON","K1T 3V2","CAN","613-822-2312","0","0"
"900391","9","DEFAULT","TEMPCO DRILLING CO INC","1008-14 AVE","","","NISKU","AB","T9E 8J5","CAN","780-955-5537","0","0"
"901641","9","DEFAULT","TERRACE CITY OF","3215 EBY STREET","","","TERRACE","BC","V8G 2X6","CAN","250-638-4729","0","0"
"902591","A","DEFAULT","TEXIS INC","1850 GAGE COURT","","","MISSISSAUGA","ON","L5S 1S2","CAN","905-795-2838","5000","3589"
"902731","A","DEFAULT","THE FORKS RENEWAL CORP","130-123 MAIN ST","","","WINNIPEG","MB","R3C 1A3","CAN","204-987-4366","1500","1500"
"902771","9","DEFAULT","LEADER POST","DIV OF POSTMEDIA NETWORK INC","1964 PARK ST","","REGINA","SK","S4P 3G4","CAN","306-781-5211","0","0"
"902881","A","DEFAULT","LETHBRIDGE HERALD THE","PO BOX 670","","","LETHBRIDGE","AB","T1J 3Z7","CAN","403-328-4411","1000","1000"
"902891","3","DEFAULT","ST LAWRENCE PARKS COMMISSION","RR1 13740 COUNTY RD 2","","","MORRISBURG","ON","K0C 1X0","CAN","613-543-3704","12500","12500"
"903001","9","DEFAULT","THE TOP SHOP","12911-71 ST.","","","EDMONTON","AB","T5C 0M4","CAN","780-476-5040","0","0"
"903031","A","DEFAULT","THE TORONTO GOLF CLUB","1305 DIXIE RD","","","MISSISSAUGA","ON","L5E 2P5","CAN","905-278-5255","2000","1547"
"903601","A","DEFAULT","THIESSEN ACRES LTD","45 FALCON DR","","","MORDEN","MB","R6M 2G5","CAN","204-822-9400","6500","4453"
"903651","A","DEFAULT","THOMAS CARTAGE","8919 MITCH OWENS RD","","","EDWARDS","ON","K0A 1V0","CAN","613-913-3351","1000","1000"
"903661","3","DEFAULT","THERMAL SYSTEMS KWC LTD.","261185 WAGON WHEEL WAY","","","ROCKY VIEW","AB","T4A 0E2","CAN","403-250-5507","1500","1500"
"903691","5","DEFAULT","THOMAS CAVANAGH CONSTRUCTION","9094 CAVANAUGH RD","","","ASHTON","ON","K0A 1B0","CAN","613-257-2918","5000","2625"
"903711","A","DEFAULT","SELECT TRAILER SERVICE","6169 NETHERHART RD","","","MISSISSAUGA","ON","L5T 1G5","CAN","905-564-7367","1500","1387"
"905231","9","DEFAULT","THOMPSON RINK EQUIP EX","PO BOX 62057","RPO PLESSIS","","WINNIPEG","MB","R2C 5T6","CAN","204-222-7378","0","0"
"905281","9","DEFAULT","THOMSON W J","370102- 120 STREET WEST","","","FOOTHILLS","AB","T1S 6B8","CAN","403-938-7529","0","0"
"905291","9","DEFAULT","SPARTECH PROFILES","2954 DAY ST","","","WINNIPEG","MB","R2C 2Z2","CAN","204-224-2791","0","0"
"905311","A","DEFAULT","THOR MANUFACTURING LTD","77 BEGHIN AVE","","","WINNIPEG","MB","R2J 3S8","CAN","204-982-8350","1000","1000"
"905331","A","DEFAULT","THOR GLOBAL ENT","THOR AGGREGATE EQUIP","839 WESTPORT CR","","MISSISSAUGA","ON","L5T 1E7","CAN","905-564-0440","4000","3588"
"905431","9","DEFAULT","THORHILD COUNTY OF***CLOSED***","PO BOX 10","","","THORHILD","AB","T0A 3J0","CAN","780-398-3741","0","0"
"906301","9","DEFAULT","TDC MOTORS LP EX","40 STATION RD","","","THOMPSON","MB","R8N 0N4","CAN","204-677-2312","0","0"
"906791","3","DEFAULT","THYSSEN MINING CONST OF CANADA","2409 ALBERT ST N","","","RM OF SHERWOOD","SK","S4K 0A6","CAN","306-949-6606","2500","2500"
"907591","9","DEFAULT","TIMBERLAND FOREST PROD","22 PINE ST","","","ONAPING","ON","P0M 2R0","CAN","705-966-2063","0","0"
"908011","9","DEFAULT","TIP TOP CLEANER","KEN ROSS CLEANERS LTD","9 LISGAR AVE","","TILLSONBURG","ON","N4G 1N6","CAN","519-842-4571","0","0"
"908461","9","DEFAULT","TISDALE MOTOR REWINDING LTD EX","PO BOX 2198","1005A-111TH AVE","","TISDALE","SK","S0E 1T0","CAN","306-873-2881","0","0"
"908521","9","DEFAULT","FLINT***ACCT CLOSED***","10414 84 AVE","","","CLAIRMONT","AB","T0H 0W0","CAN","780-539-7111","0","0"
"908531","9","DEFAULT","FLINT***ACCT CLOSED***","4747-78A STREET CLOSE","","","RED DEER","AB","T4P 2G9","CAN","403-342-6280","0","0"
"909431","A","DEFAULT","TOMTAR ROOFING & SHEETMETAL LT","153 PINTO RD","","","KELOWNA","BC","V1V 2G9","CAN","250-765-8122","2500","2259"
"909461","A","DEFAULT","TONY BATTISTA PAVING INC.","PO BOX 134","","","STREETSVILLE","ON","L5M 2B7","CAN","905-821-0600","2000","1761"
"909511","9","DEFAULT","TORNADO INSULATION LTD","4231 BLAKIE RD","","","LONDON","ON","N6L 1B8","CAN","519-652-5183","0","0"
"909521","5","DEFAULT","CROWN WEST STEEL FAB EX","1056 GORDON DRIVE","","","KELOWNA","BC","V1Y 3E2","CAN","250-861-4399","1500","1500"
"909811","9","DEFAULT","TORONTO TRANSIT COMMISSION","1900 YONGE ST","","","TORONTO","ON","M4S 1Z2","CAN","416-393-4748","0","0"
"909871","9","DEFAULT","TORONTO CITY OF","18TH WEST TOWER ATTN A/P","100 QUEEN ST W","","TORONTO","ON","M5H 2N2","CAN","416-338-5339","0","0"
"909911","9","DEFAULT","MOUNT PLEASANT GROUP OF CEMETE","STE 500 65 OVERLEA BLVD","","","TORONTO","ON","M4H 1P1","CAN","416-696-7866","0","0"
"909941","5","DEFAULT","TORONTO PORT AUTHORITY","207 QUEEN'S QUAY WEST, SUITE 500","","","TORONTO","ON","M5J 1A7","CAN","416-462-1264","7000","7000"
"910521","9","DEFAULT","TOTAL POWER LTD MISSISSAUGA","6450 KESTREL RD","","","MISSISSAUGA","ON","L5T 1Z7","CAN","905-670-1535","0","0"
"911091","9","DEFAULT","MIRAMICHI CHRYSLER DODGE JEEP","PO BOX 376","","","MIRAMICHI","NB","E1V 3M5","CAN","506-622-3900","0","0"
"911201","9","DEFAULT","TRACH'S TRUCKING AND SALES LTD","PO BOX 39","ATT:ERNIE","","WABOWDEN","MB","R0B 1S0","CAN","204-689-2628","0","0"
"911261","5","DEFAULT","TOWN & COUNTRY SERVICE LTD  EX","PO BOX 118","","","BREDENBURY","SK","S0A 0H0","CAN","306-898-2012","2000","2000"
"912921","9","DEFAULT","SPEEDY GLASS NAIRN AVE","TRANS CANADA GLASS","1002 NAIRN AVE","","WINNIPEG","MB","R2L 0Y2","CAN","204-668-5674","0","0"
"913791","A","DEFAULT","GAUTHIER CHRYSLER DODGE JEEP","1375 REGENT AVE W","","","WINNIPEG","MB","R2C 3B2","CAN","204-661-8999","1500","1158"
"913811","9","DEFAULT","TRANSCONA ROOFING LTD","992 DUGALD RD","","","WINNIPEG","MB","R2J 0G9","CAN","204-233-3716","0","0"
"913891","9","DEFAULT","TRANSIT TRAILER","70 ADAM FERRIE PL","","","KITCHENER","ON","N2E 2A9","CAN","519-748-5129","0","0"
"914831","5","DEFAULT","TRAVELODGE WINNIPEG EAST","20 ALPINE AVE","","","WINNIPEG","MB","R2M 0Y5","CAN","204-255-6000","1000","1000"
"914961","5","DEFAULT","MOTION INDUSTRIES (CAN) DARTMO","710 MALENFANT BLVD","","","DIEPPE","NB","E1A 5V8","CAN","902-468-4605","5000","4681"
"915181","9","DEFAULT","SMS EQUIPMENT***ACCT CLOSED***","1 INTATA RD PO BOX 40","","","ELKFORD","BC","V0B 1H0","CAN","250-865-4651","0","0"
"915351","9","DEFAULT","TRIMAC TRANSPORT EDMONTON","15410 YELLOWHEAD TRAIL","","","EDMONTON","AB","T5V 1A1","CAN","780-447-1190","0","0"
"915731","9","DEFAULT","TRIMAC TRANSPORT SASKATOON","2945 MILLAR AVENUE","","","SASKATOON","SK","S7K 6P6","CAN","306-934-2515","0","0"
"916241","A","DEFAULT","TRIPLE A ELECTRIC LTD","1 6209 46TH AVENUE","","","RED DEER","AB","T4N 6Z1","CAN","403-346-6156","1500","1500"
"916251","9","DEFAULT","TRIONEX INC","121 RUE DES METIERS","","","AMOS","QC","J9T 4M4","CAN","819-732-5327","0","0"
"916271","A","DEFAULT","BRAUN GRAIN FARMS","PO BOX 21","","","ROSSER","MB","R0H 1E0","CAN","204-322-5638","1000","891"
"916661","9","DEFAULT","NEWALTA CORP  EDMONTON","6110 - 27TH STREET NW","","","EDMONTON","AB","T6P 1J9","CAN","780-440-6780","0","0"
"916901","3","DEFAULT","LODE KING INDUSTRIES","135 CANADA ST","PO BOX 1146","","WINKLER","MB","R6W 4B2","CAN","204-325-4345","4000","4000"
"916951","3","DEFAULT","TRIPLE M HOUSING LTD","3501 GRIFFEN RD N","","","LETHBRIDGE","AB","T1H 0E8","CAN","403-320-8588","5000","5000"
"917171","5","DEFAULT","TRIANGLE PUMP SERVICE LTD.","2565 DELZOTTO AVENUE","","","GLOUCESTER","ON","K1T 3V6","CAN","613-822-0624","1500","1500"
"917191","5","DEFAULT","TRIBUILD CONTRACTING (CALGARY)","3 SKYLINE CRES E","","","CALGARY","AB","T2K 5X2","CAN","403-295-6100","3500","3500"
"917231","A","DEFAULT","TRIWELL OILFIELD CONST (1989)","5410 64TH ST","","","TABER","AB","T1G 1X5","CAN","403-223-3292","1500","1500"
"917571","9","DEFAULT","TRUCKLINE PARTS","2325 FAITHFULL AVE","","","SASKATOON","SK","S7K 1T9","CAN","306-931-3377","0","0"
"917591","9","DEFAULT","KEN SARGENT PONTIAC BUICK","12308 100 STREET","","","GRANDE PRAIRIE","AB","T8V 4H7","CAN","780-532-8865","0","0"
"918251","9","DEFAULT","TUMBLER RIDGE DISTRICT","306 FOUNDERS ST","PO BOX 100","","TUMBLER RIDGE","BC","V0C 2W0","CAN","250-242-4242","0","0"
"918351","9","DEFAULT","TUBETEST SERVICE & SUPPLY LTD","6774 52 AVE","","","RED DEER","AB","T4N 4K9","CAN","403-346-6161","0","0"
"918811","A","DEFAULT","TURNER'S TRUCK SERVICE LTD","BOX 349","","","WORSLEY","AB","T0H 3W0","CAN","780-685-3831","2000","2000"
"918831","9","DEFAULT","TURTLE MOUNTAIN SC***CLOSED***","PO BOX 280","ATTN:LANCE","","KILLARNEY","MB","R0K 1G0","CAN","204-523-7531","0","0"
"919101","5","DEFAULT","TWIN CITY CONSTRUCTION SERVICE","25846-115 AVENUE","","","ACHESON","AB","T7X 6C5","CAN","780-447-4737","3500","2921"
"919151","9","DEFAULT","BRANDT***ACCT CLOSED***","PO BOX 3856 HWY 1 E","ATTN: ACCOUNTS PAYABLE","","REGINA","SK","S4P 3R8","CAN","403-343-7557","0","0"
"919251","A","DEFAULT","TWILIGHT COLONY FARMING CO","PO BOX 728","","","FALHER","AB","T0H 1M0","CAN","780-837-8120","1500","1431"
"919761","9","DEFAULT","TY-LEE WELDING","PO BOX 16 RR 5","","","LACOMBE","AB","T4L 2N5","CAN","403-782-5853","0","0"
"920161","5","DEFAULT","U-HAUL WINNIPEG","461 CENTURY ST","","","WINNIPEG","MB","R3J 1J9","CAN","204-987-9500","3000","2032"
"920181","9","DEFAULT","U A P","7025 ONTARIO ST EAST","","","MONTREAL","QC","H1N 2B3","CAN","514-256-5031","0","0"
"929971","9","DEFAULT","ABACAL ALTA LTD","5919-84 STREET SE","","","CALGARY","AB","T2C 4S1","CAN","403-279-8200","0","0"
"930151","9","DEFAULT","UMINGMAK SUPPLY LTD EX","UNIT 107 1479 BUFFALO PLACE","","","WINNIPEG","MB","R3T 1L7","CAN","204-661-4222","0","0"
"930171","9","DEFAULT","UNDERGROUND CONST EQUIP","1978 WESTCHESTER BOURNE RR 18","","","LONDON","ON","N6M 1H6","CAN","519-268-8412","0","0"
"930381","5","DEFAULT","UNI-JET INDUSTRIAL PIPE LTD.","50 OMANDS CREEK BLVD","","","WINNIPEG","MB","R2R 1V7","CAN","204-633-4879","5000","3724"
"930651","A","DEFAULT","UNION DRAWN STEEL II","1350 BURLINGTON ST. EAST","","","HAMILTON","ON","L8N 3A2","CAN","905-547-4480","3000","3000"
"930831","9","DEFAULT","**CLOSED**","6210-75 ST","","","EDMONTON","AB","T6E 2W6","CAN","780-468-8600","0","0"
"931291","9","DEFAULT","UNITED FARMERS OF ALTA CO-OP","700 - 4838 RICHARD RD SW","","","CALGARY","AB","T3E 6L1","CAN","403-570-4500","0","0"
"931581","A","DEFAULT","UNIVERSAL DOORS LTD","320 6TH STREET NORTH","","","BRANDON","MB","R7A 7N7","CAN","204-729-8252","5000","3999"
"931641","3","DEFAULT","UNITED INDUSTRIAL ENT","800 ROPPER ST","","","SARNIA","ON","N7S 6K8","CAN","519-344-1963","1000","430"
"931721","9","DEFAULT","UNITED SPRINGS LTD***CLOSED***","14 YORK RD","","","BRANTFORD","ON","N3T 5Y6","CAN","519-752-3781","0","0"
"931741","3","DEFAULT","UNITED SPRING & BRAKE LTD EX","11634 7 ST","","","DAWSON CREEK","BC","V1G 4K8","CAN","250-782-1136","2000","2000"
"931771","9","DEFAULT","TRANSCONA GOLF CLUB","2120 DUGALD RD","","","WINNIPEG","MB","R2C 3G7","CAN","204-222-6171","0","0"
"931871","9","DEFAULT","UNIVERSAL HAND EQUIP HAMILTON","100 BURLAND CRES","","","HAMILTON","ON","L8H 7T5","CAN","905-547-0161","0","0"
"932501","3","DEFAULT","FOREMOST UNIVERSAL LP EX","6614 50 AVE","","","LLOYDMINSTER","AB","T9V 2W8","CAN","780-875-6161","2000","2000"
"932511","9","DEFAULT","SUNBELT RENTALS OF CANADA","62 FIRST AVE","","","ORANGEVILLE","ON","L9W 1J3","CAN","519-941-1571","0","0"
"932521","3","DEFAULT","UNIVERSE MACHINE CORP","5545-91ST ST","","","EDMONTON","AB","T6E 6K4","CAN","780-468-5211","2500","2500"
"932631","9","DEFAULT","UNIVERSITY HOSPITAL","MAIN STORES","","","SASKATOON","SK","S7N 0X0","CAN","306-655-1000","0","0"
"933591","9","DEFAULT","SHEPPARD MECH & WELDING","PO BOX 52","","","ISLAY","AB","T0B 2J0","CAN","780-744-3925","0","0"
"935261","9","DEFAULT","MARATHON CANADA","PO BOX 600","","","SLAVE LAKE","AB","T0G 2A0","CAN","780-849-2276","0","0"
"936461","5","DEFAULT","VACUTRUX LTD","20 MARTINS LANE","","","ELMIRA","ON","N3B 2Z7","CAN","519-669-1625","10000","8388"
"937581","9","DEFAULT","UNIVAR CANADA EDMONTON","16911 - 118 AVE","","","EDMONTON","AB","T5V 1H3","CAN","780-452-6655","0","0"
"937611","9","DEFAULT","VALARD CONSTRUCTION LP","4209-99 ST","","","EDMONTON","AB","T6E 5V7","CAN","780-436-9876","0","0"
"937651","9","DEFAULT","VALLEY BLADES","PO BOX 126","","","WATERLOO","ON","N2J 3Z9","CAN","519-885-5500","0","0"
"937801","A","DEFAULT","VALLEYVIEW CUSTOM MEAT CUTTING","100-50047 RANGE ROAD 244","","","LEDUC COUNTY","AB","T4X 0N8","CAN","780-986-6718","2000","2000"
"937861","5","DEFAULT","LOVEDAY MUSHROOM EX","556 MISSION ST","","","WINNIPEG","MB","R2J 0A2","CAN","204-233-4378","7000","5464"
"937871","9","DEFAULT","VAN GORP WELD &***CLOSED***","PO BOX 310","51 DUMPHRIES AVENUE","","THEDFORD","ON","N0M 2N0","CAN","519-296-4205","0","0"
"937991","A","DEFAULT","D VANDENHEEDE ENTERPRISES LTD","2558 HIGHWAY 3, RR7","","","SIMCOE","ON","N3Y 4K6","CAN","519-428-5329","1000","1000"
"938251","9","DEFAULT","VAN DEYNZE FARMS LTD EX","PO BOX 99","","","SOMERSET","MB","R0G 2L0","CAN","204-000-0000","0","0"
"938311","A","DEFAULT","VANGUARD FARMING CO LTD","PO BOX 40","","","VANGUARD","SK","S0N 2V0","CAN","306-588-2588","1000","1000"
"938491","5","DEFAULT","VANEE FARM CENTRE","510 - 36TH STREET NORTH","","","LETHBRIDGE","AB","T1H 5H6","CAN","403-327-1100","2500","2500"
"938651","9","DEFAULT","VANSCOY RM NO 345","PO BOX 187","","","VANSCOY","SK","S0L 3J0","CAN","306-668-2060","0","0"
"938831","A","DEFAULT","VARSTEEL LTD","ACCOUNTS PAYABLE","#330 220 4TH STREET SOUTH","","LETHBRIDGE","AB","T1J 4J2","CAN","403-320-1953","5000","4471"
"938841","5","DEFAULT","AUTORIGHT SERVICE LTD EX","2501 1ST AVE NORTH","","","SASKATOON","SK","S7K 5E3","CAN","306-934-1525","1000","819"
"938861","5","DEFAULT","VARIPERM ENERGY SERVICES","#7 3424 26TH ST NE","","","CALGARY","AB","T1Y 4T7","CAN","403-250-7263","6000","4096"
"938911","5","DEFAULT","PRECISION WELL SERVICING","DIV OF PRECISION LIMITED PART","800, 525-8TH AVE SW","","CALGARY","AB","T2P 1G1","CAN","403-716-4731","3000","1650"
"938951","3","DEFAULT","VECTOR CONSTRUCTION LTD","474 DOVERCOURT DRIVE","","","WINNIPEG","MB","R3Y 1G4","CAN","204-489-6300","1500","1162"
"939681","3","DEFAULT","VENABLES MACHINE WORKS LTD  EX","502 - 50TH ST EAST","","","SASKATOON","SK","S7K 6L9","CAN","306-931-7100","2000","1810"
"939771","A","DEFAULT","WHITE VALLEY MINING","PO BOX 404","","","REVELSTOKE","BC","V0E 2S0","CAN","250-837-3720","2000","1905"
