customer_number,status_1,customer_attention,customer_name,address_1,address_2,address_3,city,province,postal,country,phone,Company Email Address,Admin First Name,Admin Last Name,Admin Email Address,credit_limit,credit_available
339432,6,DEFAULT,SUSTAINABLE DEVELOPMENTS,11907- 154ST,,,EDMONTON,AB,T5V 1N5,CAN,780-447-4225,AR339432@pal.ca,.,SUSTAINABLE DEVELOPMENTS,Admin339432@pal.ca,0,0
339433,6,DEFAULT,VALLEY WASTE RESOURCE MNGMNT,PO BOX 895,90 DONALD G HILTZ CONNECTOR RD,,KENTVILL,NS,B4N 4H8,CAN,902-679-0721,AR339433@pal.ca,.,VALLEY WASTE RESOURCE MNGMNT,Admin339433@pal.ca,0,0
339434,5,DEFAULT,RF BAKERY EQUIPMENT SYSTEMS EX,73B CLIPPER ST,,,COQUITLAM,BC,V3K 6X2,CAN,604-298-6673,AR339434@pal.ca,.,RF BAKERY EQUIPMENT SYSTEMS EX,Admin339434@pal.ca,3000,3000
339435,6,DEFAULT,RPC-2 PROD CALGARY**CLOSED**,"ATTN ""REVENANT"" ACCTG DEPT",250007 MOUNTAIN VIEW TRAIL,,CALGARY,AB,T3Z 3S3,CAN,403-727-0846,AR339435@pal.ca,.,RPC-2 PROD CALGARY**CLOSED**,Admin339435@pal.ca,0,0
339436,6,DEFAULT,OFFICE OF THE PUBLIC TRUSTEE,401-136 CROSBIE RD,,,ST JOHNS,NL,A1B 3K3,CAN,709-729-0850,AR339436@pal.ca,.,OFFICE OF THE PUBLIC TRUSTEE,Admin339436@pal.ca,0,0
339437,A,DEFAULT,ART GALLERY OF GRANDE PRAIRIE,103-9839 103AVE,,,GRANDE PRAIRIE,AB,T8V 6M7,CAN,780-532-8111,AR339437@pal.ca,.,ART GALLERY OF GRANDE PRAIRIE,Admin339437@pal.ca,1000,1000
339438,6,DEFAULT,OCE DISPLAY GRAPHICS SYSTEM EX,406-13251 DELF PLACE,,,RICHMOND,BC,V6V 2A2,CAN,604-273-7730,AR339438@pal.ca,.,OCE DISPLAY GRAPHICS SYSTEM EX,Admin339438@pal.ca,0,0
339439,6,DEFAULT,QUINN'S RENTAL***CLOSED***,6798 - 52 AVENUE,,,RED DEER,AB,T4N 4K9,CAN,403-343-8802,AR339439@pal.ca,.,QUINN'S RENTAL***CLOSED***,Admin339439@pal.ca,0,0
339440,6,DEFAULT,L&D ELECTRICAL ENTERPRISE LTD,607 - 15TH AVENUE,,,NISKU,AB,T9E 7M6,CAN,587-520-1800,AR339440@pal.ca,.,L&D ELECTRICAL ENTERPRISE LTD,Admin339440@pal.ca,0,0
339441,6,DEFAULT,BERK'S INTERTRUCK LTD,2230 MCCULLOUGH RD,,,NANAIMO,BC,V9S 4M8,CAN,250-758-5217,AR339441@pal.ca,.,BERK'S INTERTRUCK LTD,Admin339441@pal.ca,0,0
339442,6,DEFAULT,GRANITE RIDGE EDUCATION CTR,14432 RD 38,,,SHARBOT LAKE,ON,K0H 2P0,CAN,613-279-2131,AR339442@pal.ca,.,GRANITE RIDGE EDUCATION CTR,Admin339442@pal.ca,0,0
339443,6,DEFAULT,CITY KIDZ,A-601 BURLINGTON ST E.,,,HAMILTON,ON,L8L 4J5,CAN,905-544-3996,AR339443@pal.ca,.,CITY KIDZ,Admin339443@pal.ca,0,0
339444,6,DEFAULT,ZOMBIE I FILMS***CLOSED***,101210-555 BROOKSBANK AVE,,,NORTH VANCOUVER,BC,V2Y 0B1,CAN,604-983-5656,AR339444@pal.ca,.,ZOMBIE I FILMS***CLOSED***,Admin339444@pal.ca,0,0
339445,3,DEFAULT,WESTBRAN TRAINING CENTER  EX,2005 MCGREGOR AVE,,,BRANDON,MB,R7B 4B3,CAN,204-726-7100,AR339445@pal.ca,.,WESTBRAN TRAINING CENTER  EX,Admin339445@pal.ca,2000,2000
339446,A,DEFAULT,THOMAS YARDUK LOGGING,1004 NORTH ST,,,SAULT STE. MARIE,ON,P6B 5W8,CAN,705-949-3063,AR339446@pal.ca,.,THOMAS YARDUK LOGGING,Admin339446@pal.ca,500,500
339447,3,DEFAULT,SUNBELT RENTALS OF CANADA,20 SIMPSON RD,,,BOLTON,ON,L7E 1G9,CAN,416-746-4668,AR339447@pal.ca,.,SUNBELT RENTALS OF CANADA,Admin339447@pal.ca,2500,2500
339448,A,DEFAULT,BLUE DEVIL GOLF COURSE,100 GLENEAGLES DR,,,COCHRANE,AB,T4C 1P5,CAN,403-932-1100,AR339448@pal.ca,.,BLUE DEVIL GOLF COURSE,Admin339448@pal.ca,1000,1000
339449,6,DEFAULT,NOSE CREEK SPORTS AND REC,ASSOCIATION,11950 COUNTRY VILLAGE LINK NE,,CALGARY,AB,T3K 6E3,CAN,403-532-1014,AR339449@pal.ca,.,NOSE CREEK SPORTS AND REC,Admin339449@pal.ca,0,0
339450,6,DEFAULT,SMITH INDUSTRIES LTD,800 47TH STREET EAST,,,SASKATOON,SK,S7K 0X4,CAN,306-373-7622,AR339450@pal.ca,.,SMITH INDUSTRIES LTD,Admin339450@pal.ca,0,0
339451,5,DEFAULT,AMECO SERVICES INC,"101, 6909 42 ST",,,LEDUC,AB,T9E 0W1,CAN,780-440-6633,AR339451@pal.ca,.,AMECO SERVICES INC,Admin339451@pal.ca,5000,5000
339453,6,DEFAULT,STANTEC INC EDM***CLOSED***,10160-112 STREET,,,EDMONTON,AB,T5K 2L6,CAN,780-917-7000,AR339453@pal.ca,.,STANTEC INC EDM***CLOSED***,Admin339453@pal.ca,0,0
339454,6,DEFAULT,STATESMAN GC LTD**CLOSED**,7370 SIERRA MORENA BLVD SE,,,CALGARY,AB,T3H 4H9,CAN,403-256-4151,AR339454@pal.ca,.,STATESMAN GC LTD**CLOSED**,Admin339454@pal.ca,0,0
339455,5,DEFAULT,BNK AUTOMOTIVE EX,140 STUART DR,PO BOX 196,,FORT ST. JAMES,BC,V0J 1P0,CAN,250-996-7123,AR339455@pal.ca,.,BNK AUTOMOTIVE EX,Admin339455@pal.ca,3000,3000
339456,6,DEFAULT,ENVISION AUTO SALES**CLOSED**,7500 6TH ST SE,,,CALGARY,AB,T2H 2W5,CAN,403-252-8089,AR339456@pal.ca,.,ENVISION AUTO SALES**CLOSED**,Admin339456@pal.ca,0,0
339457,6,DEFAULT,VENTURE PRODUCTION TESTING INC,PO BOX 911,,,RED DEER,AB,T4N 5H3,CAN,403-343-8888,AR339457@pal.ca,.,VENTURE PRODUCTION TESTING INC,Admin339457@pal.ca,0,0
339458,6,DEFAULT,SHEARER'S FOODS CANADA INC,PO BOX 932919,,,CLEVELAND,OH,44193,USA,330-834-4030,AR339458@pal.ca,.,SHEARER'S FOODS CANADA INC,Admin339458@pal.ca,0,0
339459,6,DEFAULT,DENWILL IRONCLAD LOGISTICS,310-2999 UNDERHILL AVE,,,BURNABY,BC,V5A 3C2,CAN,604-444-4260,AR339459@pal.ca,.,DENWILL IRONCLAD LOGISTICS,Admin339459@pal.ca,0,0
339460,A,DEFAULT,SIERRA COURIER,165 RYAN ST,,,WINNIPEG,MB,R2R 0N9,CAN,204-632-8920,AR339460@pal.ca,.,SIERRA COURIER,Admin339460@pal.ca,1000,1000
339461,5,DEFAULT,METRIE CANADA LTD,41 SIMPSON RD,,,BOLTON,ON,L7E 2R6,CAN,905-951-2662,AR339461@pal.ca,.,METRIE CANADA LTD,Admin339461@pal.ca,3000,3000
339462,6,DEFAULT,PENTA***ACCT CLOSED***,(ALBERTA) LTD,39 MERIT CRES,,WEST ST PAUL,MB,R2P 2W5,CAN,780-962-4800,AR339462@pal.ca,.,PENTA***ACCT CLOSED***,Admin339462@pal.ca,0,0
339463,5,DEFAULT,DARTMOUTH MEMORIAL GARDENS,767 MAIN ST,,,DARTMOUTH,NS,B2W 3T9,CAN,902-444-1776,AR339463@pal.ca,.,DARTMOUTH MEMORIAL GARDENS,Admin339463@pal.ca,1500,1500
339464,3,DEFAULT,FOXRIDGE HOMES,"SUITE 201, 6526-177B ST",,,SURREY,BC,V3S 5N4,CAN,778-571-2111,AR339464@pal.ca,.,FOXRIDGE HOMES,Admin339464@pal.ca,3000,3000
339465,6,DEFAULT,ALTERNATIVE STEEL ENT LTD,19762 98 AVE,,,LANGLEY,BC,V1M 2X5,CAN,604-513-2368,AR339465@pal.ca,.,ALTERNATIVE STEEL ENT LTD,Admin339465@pal.ca,0,0
339466,6,DEFAULT,WEST FRASER WILLIAMS LAKE LUMB,PO BOX 4360,,,WILLIAMS LAKE,BC,V2G 2V4,CAN,250-392-7784,AR339466@pal.ca,.,WEST FRASER WILLIAMS LAKE LUMB,Admin339466@pal.ca,0,0
339467,5,DEFAULT,DELTA CONSTRUCTION GROUP INC,SITE 410 COMP 3 RR4 STN MAIN,,,SASKATOON,SK,S7K 3J7,CAN,306-955-3212,AR339467@pal.ca,.,DELTA CONSTRUCTION GROUP INC,Admin339467@pal.ca,3000,3000
339468,6,DEFAULT,THE AIR SEEDER HOPPER*CLOSED*,BOX 549,,,LAMPMAN,SK,S0C 1N0,CAN,306-487-2721,AR339468@pal.ca,.,THE AIR SEEDER HOPPER*CLOSED*,Admin339468@pal.ca,0,0
339469,6,DEFAULT,PEAK PRODUCTS MANUFACTURING,203- 11782 HAMMARSMITH WAY,,,RICHMOND,BC,V7A 5E2,CAN,604-448-8000,AR339469@pal.ca,.,PEAK PRODUCTS MANUFACTURING,Admin339469@pal.ca,0,0
339470,6,DEFAULT,CCFM,340 PROVENCHER BLVD,,,WINNIPEG,MB,R2H 0G7,CAN,204-233-8972,AR339470@pal.ca,.,CCFM,Admin339470@pal.ca,0,0
339471,6,DEFAULT,CHAPPELLE GARDENS RESIDENT ASS,C/O BROOKFIELD RESIDENTIAL,204-4212 GATEWAY BLVD NW,,EDMONTON,AB,T6J 7K1,CAN,780-705-1815,AR339471@pal.ca,.,CHAPPELLE GARDENS RESIDENT ASS,Admin339471@pal.ca,0,0
339475,3,DEFAULT,MANITOBA LABOUR CONSUMER,PROTECTION DIST 2 MILNER RIDGE,935 HWY 214 BOX 460,,BEAUSEJOUR,MB,R0E 0C0,CAN,204-268-6256,AR339475@pal.ca,.,MANITOBA LABOUR CONSUMER,Admin339475@pal.ca,2500,2500
339476,3,DEFAULT,CEGEP REGIONAL DE LANAUDIERE,781 RUE NOTRE-DAME,,,REPENTIGNY,QC,J5Y 1B4,CAN,450-470-0911,AR339476@pal.ca,.,CEGEP REGIONAL DE LANAUDIERE,Admin339476@pal.ca,5000,5000
339477,6,DEFAULT,GREENWOOD MUSEUM***CLOSED***,214 S COPPER,PO BOX 399,,GREENWOOD,BC,V0H 1J0,CAN,250-445-6355,AR339477@pal.ca,.,GREENWOOD MUSEUM***CLOSED***,Admin339477@pal.ca,0,0
339478,6,DEFAULT,POLYROBOTECK MACHINE INC,45 BOUL DE LA SEIGNEURIE EST #3,,,BLAINVILLE,QC,J7C 4G6,CAN,450-434-7618,AR339478@pal.ca,.,POLYROBOTECK MACHINE INC,Admin339478@pal.ca,0,0
339479,A,DEFAULT,LUNDSTRUM FARMS,2888 WESTHAM ISLAND RD,,,DELTA,BC,V4K 3N2,CAN,604-946-2582,AR339479@pal.ca,.,LUNDSTRUM FARMS,Admin339479@pal.ca,2000,2000
339480,6,DEFAULT,BHQ WELSING LTD,7929 CORNET RD,,,EDMONTON,AB,T6E 4N7,CAN,780-450-0328,AR339480@pal.ca,.,BHQ WELSING LTD,Admin339480@pal.ca,0,0
339481,6,DEFAULT,TRANSWESTERN TRUCK CENTRES,5555 - 80TH AVE SE,,,CALGARY,AB,T2C 4S6,CAN,403-279-3000,AR339481@pal.ca,.,TRANSWESTERN TRUCK CENTRES,Admin339481@pal.ca,0,0
339482,6,DEFAULT,TRINITY OILFIELD***CLOSED***D,BOX 6622,,,BONNYVILLE,AB,T9N 2H1,CAN,780-826-4327,AR339482@pal.ca,.,TRINITY OILFIELD***CLOSED***D,Admin339482@pal.ca,0,0
339484,5,DEFAULT,MB INFRASTRUCTURE ENGINEERING,AND OPERATIONS REGION 4,PO BOX 690,,DAUPHIN,MB,R7N 3B3,CAN,204-622-2061,AR339484@pal.ca,.,MB INFRASTRUCTURE ENGINEERING,Admin339484@pal.ca,2000,2000
339486,6,DEFAULT,"""WASHINGTON""",3500 CORNETT RD,BLDG K,,VANCOUVER,BC,V5M 2H5,CAN,604-453-4900,AR339486@pal.ca,.,"""WASHINGTON""",Admin339486@pal.ca,0,0
339487,A,DEFAULT,ELECTRIC GROUP LTD,166 TORBAY ROAD,,,MARKHAM,ON,L3R 1G6,CAN,416-246-0024,AR339487@pal.ca,.,ELECTRIC GROUP LTD,Admin339487@pal.ca,3000,3000
339488,5,DEFAULT,BECKWITH CONTRACTING INC,1014 JOHNSTON LN,,,SYDENHAM,ON,K0H 2T0,CAN,613-376-3213,AR339488@pal.ca,.,BECKWITH CONTRACTING INC,Admin339488@pal.ca,2500,2500
339489,6,DEFAULT,SRP CONTROL SYSTEMS LTD,19-5155 SPECTRUM WAY,,,MISSISSAUGA,ON,L4W 5A1,CAN,905-238-2880,AR339489@pal.ca,.,SRP CONTROL SYSTEMS LTD,Admin339489@pal.ca,0,0
339490,6,DEFAULT,JOHNVINCE FOODS,555 STEEPROCK DRIVE,,,TORONTO,ON,M3J 2Z6,CAN,416-636-6146,AR339490@pal.ca,.,JOHNVINCE FOODS,Admin339490@pal.ca,0,0
339491,6,DEFAULT,BUTCHER INDUSTRIAL FINISHINGS,120 ORENDA ROAD,,,BRAMPTON,ON,L6W 1W2,CAN,905-459-3030,AR339491@pal.ca,.,BUTCHER INDUSTRIAL FINISHINGS,Admin339491@pal.ca,0,0
339492,6,DEFAULT,O'BRIEN FABRICATIONS**CLOSED**,45 DAWSON RD,,,GUELPH,ON,N1H 1B1,CAN,519-822-8990,AR339492@pal.ca,.,O'BRIEN FABRICATIONS**CLOSED**,Admin339492@pal.ca,0,0
339493,6,DEFAULT,PRAIRIE PRIDE***CLOSED****,11031 92ND AVE,,,GRANDE PRAIRIE,AB,T8V 3J3,CAN,780-402-2566,AR339493@pal.ca,.,PRAIRIE PRIDE***CLOSED****,Admin339493@pal.ca,0,0
339494,5,DEFAULT,CROSSROADS C&I,11104-180 ST,,,EDMONTON,AB,T5S 2X5,CAN,780-452-7410,AR339494@pal.ca,.,CROSSROADS C&I,Admin339494@pal.ca,5000,5000
339495,A,DEFAULT,GYP-TEC DRYWALL INC,701 KINGSWAY AVE,,,MEDICINE HAT,AB,T1A 2X3,CAN,403-527-3777,AR339495@pal.ca,.,GYP-TEC DRYWALL INC,Admin339495@pal.ca,3000,3000
339496,6,DEFAULT,CITY CENTER AUTO BODY #2,4407 52ST,,,LLOYDMINSTER,SK,S9V 2B3,CAN,306-825-0103,AR339496@pal.ca,.,CITY CENTER AUTO BODY #2,Admin339496@pal.ca,0,0
339497,6,DEFAULT,SIMPSON WELDING INC,8347 COUNTY RD 18,,,ROSENRATH,ON,K0K 2X0,CAN,905-352-9353,AR339497@pal.ca,.,SIMPSON WELDING INC,Admin339497@pal.ca,0,0
339498,5,DEFAULT,METAL CONNECTION,134 PROSPECT ROAD,,,CORMAN PARK,SK,S7R 0H4,CAN,306-955-0515,AR339498@pal.ca,.,METAL CONNECTION,Admin339498@pal.ca,2000,2000
339499,6,DEFAULT,FILLPOINT ON DEMAND,TECHNOLOGY INC,1637 KNIGHT AVE,,VICTORIA,BC,V8P 1L3,CAN,613-483-9228,AR339499@pal.ca,.,FILLPOINT ON DEMAND,Admin339499@pal.ca,0,0
339500,5,DEFAULT,CALAWAY PARK,CALALTA AMUSEMENTS LTD,245033 RANGE ROAD 33,,CALGARY,AB,T3Z 2E9,CAN,403-240-3822,AR339500@pal.ca,.,CALAWAY PARK,Admin339500@pal.ca,2500,2500
339502,5,DEFAULT,SCHOOL BUS GARAGE CLEARWATER,BC,750 WOREBY RD BOX 1314 RR#1,,CLEARWATER,BC,V0E 1N0,CAN,250-674-3224,AR339502@pal.ca,.,SCHOOL BUS GARAGE CLEARWATER,Admin339502@pal.ca,1000,1000
339503,6,DEFAULT,RIGHT-OF-WAY OPERATIONS*CLOSED,200-160 DOUGALL RD SOUTH,,,KELOWNA,BC,V1X 3J4,CAN,250-807-7883,AR339503@pal.ca,.,RIGHT-OF-WAY OPERATIONS*CLOSED,Admin339503@pal.ca,0,0
339504,5,DEFAULT,HOUSTON SIGN '90 LTD,502 WILLIAM ST,,,VICTORIA,BC,V9A 3Y9,CAN,250-385-9993,AR339504@pal.ca,.,HOUSTON SIGN '90 LTD,Admin339504@pal.ca,2500,2500
339505,5,DEFAULT,LEGEND BOATS,4795 REGIONAL RD 55,,,WHITEFISH,ON,P0M 3E0,CAN,705-866-2821,AR339505@pal.ca,.,LEGEND BOATS,Admin339505@pal.ca,3000,3000
339506,3,DEFAULT,TD PRECISION STEELWORKS LTD EX,UNIT #104 2238 QUEEN ST,,,ABBOTSFORD,BC,V2T 0B7,CAN,604-625-1369,AR339506@pal.ca,.,TD PRECISION STEELWORKS LTD EX,Admin339506@pal.ca,2000,2000
339507,5,DEFAULT,CUNNINGHAM SHEET METAL WORKS,62 BYNG AVE,,,CHATHAM,ON,N7M 3E2,CAN,519-351-2252,AR339507@pal.ca,.,CUNNINGHAM SHEET METAL WORKS,Admin339507@pal.ca,2000,2000
339508,6,DEFAULT,L & B FRIESEN - O/A AUTOMATIC,TRUCK AND TRAILER,UNIT 3 1875 MIDDLETON AVE,,BRANDON,MB,R7C 1A7,CAN,204-717-5001,AR339508@pal.ca,.,L & B FRIESEN - O/A AUTOMATIC,Admin339508@pal.ca,0,0
339509,6,DEFAULT,AUTOMATIC TRUCK & TRAILER INC,1875 MIDDLETON AVE,UNIT #3,,BRANDON,MB,R7C 1A7,CAN,204-717-5001,AR339509@pal.ca,.,AUTOMATIC TRUCK & TRAILER INC,Admin339509@pal.ca,0,0
339510,6,DEFAULT,SUMAS WELDING & FAB,4384 DIXON RD,,,ABBOTSFORD,BC,V3G 2H3,CAN,778-000-0000,AR339510@pal.ca,.,SUMAS WELDING & FAB,Admin339510@pal.ca,0,0
339514,6,DEFAULT,LIMESTONE DISTRICT SCHOOL BRD,220 PORTSMOUTH AVE,,,KINGSTON,ON,K7L 4X4,CAN,613-544-6925,AR339514@pal.ca,.,LIMESTONE DISTRICT SCHOOL BRD,Admin339514@pal.ca,0,0
339516,6,DEFAULT,"""THE EXPANSE""",225 COMMISSIONERS ST,SUITE 404,,TORONTO,ON,M4M 0A1,CAN,647-837-3307,AR339516@pal.ca,.,"""THE EXPANSE""",Admin339516@pal.ca,0,0
339517,6,DEFAULT,BEST WEST SUNRISE INN*CLOSED*,AND SUITES,3101 43AVE,,STONY PLAIN,AB,T72 1L1,CAN,780-968-1716,AR339517@pal.ca,.,BEST WEST SUNRISE INN*CLOSED*,Admin339517@pal.ca,0,0
339518,5,DEFAULT,POLAR MOBILITY RESEARCH LTD,7860 62 ST SE,,,CALGARY,AB,T2C 5K2,CAN,403-279-3633,AR339518@pal.ca,.,POLAR MOBILITY RESEARCH LTD,Admin339518@pal.ca,2000,2000
339519,5,DEFAULT,MILLER WASTE SYSTEMS INC,8 MOORE ROAD,,,DARTMOUTH,NS,B3B 1J2,CAN,902-883-4561,AR339519@pal.ca,.,MILLER WASTE SYSTEMS INC,Admin339519@pal.ca,2000,2000
339520,6,DEFAULT,SOVEREIGN LAKE NORDIC*CLOSED*,PO BOX 1231,,,VERNON,BC,V1T 6N6,CAN,250-558-3036,AR339520@pal.ca,.,SOVEREIGN LAKE NORDIC*CLOSED*,Admin339520@pal.ca,0,0
339521,5,DEFAULT,MOWI CANADA EAST INC.,2 SALAR COURT,,,ST. GEORGE,NB,E5C 3N1,CAN,506-755-6192,AR339521@pal.ca,.,MOWI CANADA EAST INC.,Admin339521@pal.ca,2000,2000
339522,6,DEFAULT,WAWANESA HEALTH CENTRE*CLOSED*,BOX 309,,,WAWANESA,MB,R0K 2G0,CAN,204-824-2335,AR339522@pal.ca,.,WAWANESA HEALTH CENTRE*CLOSED*,Admin339522@pal.ca,0,0
339523,5,DEFAULT,ALCON ELECTRICAL CORP,110 - 10555 74 STREET SE,,,CALGARY,AB,T2C 5P6,CAN,403-532-2681,AR339523@pal.ca,.,ALCON ELECTRICAL CORP,Admin339523@pal.ca,1500,1500
339524,6,DEFAULT,SUN PEAKS GRAND LLP,3240 VILLAGE WAY,,,SUN PEAKS,BC,V0E 5N0,CAN,250-578-6050,AR339524@pal.ca,.,SUN PEAKS GRAND LLP,Admin339524@pal.ca,0,0
339525,6,DEFAULT,CAMBRIAN TRUCK CENTRE INC,3433 KINGSWAY,,,SUDBURY,ON,P3B 2G5,CAN,705-560-8661,AR339525@pal.ca,.,CAMBRIAN TRUCK CENTRE INC,Admin339525@pal.ca,0,0
339526,6,DEFAULT,PIT STOP PORTABLES,4334 - 68 AVENUE SE,,,CALGARY,AB,T2C 2C8,CAN,403-273-6521,AR339526@pal.ca,.,PIT STOP PORTABLES,Admin339526@pal.ca,0,0
339527,6,DEFAULT,BLACK CAT BLADES LTD,5604 50ST,,,EDMONTON,AB,T6B 3C3,CAN,204-482-9046,AR339527@pal.ca,.,BLACK CAT BLADES LTD,Admin339527@pal.ca,0,0
339528,6,DEFAULT,BLACK EARTH HUMIC LP,16221-123 AVE,,,EDMONTON,AB,T5V 1N9,CAN,780-491-6207,AR339528@pal.ca,.,BLACK EARTH HUMIC LP,Admin339528@pal.ca,0,0
339529,6,DEFAULT,INLINE VALVE SERVICES LTD,713040 RR64,,,COUNTY OF GRANDE PRAIRIE,AB,T8W 5E5,CAN,780-532-6677,AR339529@pal.ca,.,INLINE VALVE SERVICES LTD,Admin339529@pal.ca,0,0
339530,6,DEFAULT,HILTON GARDEN INN W**CLOSED**,17610 STONY PLAIN RD NW,,,EDMONTON,AB,T5S 1A2,CAN,780-443-2233,AR339530@pal.ca,.,HILTON GARDEN INN W**CLOSED**,Admin339530@pal.ca,0,0
339531,5,DEFAULT,M & S SALES & REPAIRS,C/O WESLEY SITTLER,5441 AMENT LINE RR#1,,LINWOOD,ON,N0B 2A0,CAN,519-698-2180,AR339531@pal.ca,.,M & S SALES & REPAIRS,Admin339531@pal.ca,2000,2000
339533,6,DEFAULT,MOTION CANADA EX PRINCE GEORGE,PO BOX 1900,,,MISSISSAUGA,ON,L4T 4C2,CAN,250-563-0452,AR339533@pal.ca,.,MOTION CANADA EX PRINCE GEORGE,Admin339533@pal.ca,0,0
339534,6,DEFAULT,DYMIN STEEL ALBERTA INC,101-663 SUMAS WAY,,,ABBOTSFORD,BC,V2S 7P4,CAN,604-852-9664,AR339534@pal.ca,.,DYMIN STEEL ALBERTA INC,Admin339534@pal.ca,0,0
339535,A,DEFAULT,WESTERN TRANSLOADING CORP,1389 LINDSEY PL,,,DELTA,BC,V3M 6V1,CAN,604-515-9116,AR339535@pal.ca,.,WESTERN TRANSLOADING CORP,Admin339535@pal.ca,1500,1500
339536,6,DEFAULT,KIEWIT***ACCT CLOSED***,PO BOX 452500,,,OMAHA,NE,68145,USA,402-342-2052,AR339536@pal.ca,.,KIEWIT***ACCT CLOSED***,Admin339536@pal.ca,0,0
339537,6,DEFAULT,PINTAR MANUFACTURING*CLOSED**,4000 NASHUA DRIVE,,,MISSISSAUGA,ON,L4V 1P8,CAN,705-362-1470,AR339537@pal.ca,.,PINTAR MANUFACTURING*CLOSED**,Admin339537@pal.ca,0,0
339538,5,DEFAULT,AQUATECH CANADIAN WATER SRVCS,BAY 5-41070 COOK ROAD,,,ROCKY VIEW COUNTY,AB,T4C 3A2,CAN,403-254-3188,AR339538@pal.ca,.,AQUATECH CANADIAN WATER SRVCS,Admin339538@pal.ca,2000,2000
339539,6,DEFAULT,MENUISEROX,159 181 RUE,,,BEAUCEVILLE,QC,G5X 2S9,CAN,418-774-9019,AR339539@pal.ca,.,MENUISEROX,Admin339539@pal.ca,0,0
339540,6,DEFAULT,MAJOR WIRE INDUSTRIES*CLOSED**,225 NORTH MONTCALM BLVD,,,CANDIAC,QC,J5R 3L6,CAN,450-659-7682,AR339540@pal.ca,.,MAJOR WIRE INDUSTRIES*CLOSED**,Admin339540@pal.ca,0,0
339542,6,DEFAULT,GLOBAL FLOW,#2 2315-30 AVE NE,,,CALGARY,AB,T2E 7C7,CAN,403-219-7373,AR339542@pal.ca,.,GLOBAL FLOW,Admin339542@pal.ca,0,0
339543,6,DEFAULT,HJH TECH INC,2218 SPEERS AVE,,,SASKATOON,SK,S7L 5X7,CAN,306-974-6010,AR339543@pal.ca,.,HJH TECH INC,Admin339543@pal.ca,0,0
339544,6,DEFAULT,HELIX SEISMIC EXPLOR**CLOSED**,110 7445 45AVE CLOSE,,,RED DEER,AB,T4P 4C2,CAN,403-347-1770,AR339544@pal.ca,.,HELIX SEISMIC EXPLOR**CLOSED**,Admin339544@pal.ca,0,0
339545,5,DEFAULT,JETCO MECHANICAL LIMITED,15035-114 AVENUE NW,,,EDMONTON,AB,T5M 2Z1,CAN,780-451-2732,AR339545@pal.ca,.,JETCO MECHANICAL LIMITED,Admin339545@pal.ca,5000,5000
339546,6,DEFAULT,HYNDMAN TRANSPORT***CLOSED***,1001 BELMORE LINE,,,WROXETER,ON,N0G 2X0,CAN,800-265-3671,AR339546@pal.ca,.,HYNDMAN TRANSPORT***CLOSED***,Admin339546@pal.ca,0,0
339547,A,DEFAULT,DRAGON'S FIRE GOLF CLUB,PO BOX 200,,,CARLISLE,ON,L0R 1H0,CAN,905-690-0069,AR339547@pal.ca,.,DRAGON'S FIRE GOLF CLUB,Admin339547@pal.ca,1500,1500
339548,6,DEFAULT,W.HUNTER ELECTRIC***CLOSED***,2218 SPEERS AVE,,,SASKATOON,SK,S7L 5X7,CAN,306-249-4537,AR339548@pal.ca,.,W.HUNTER ELECTRIC***CLOSED***,Admin339548@pal.ca,0,0
339549,6,DEFAULT,L B ENTERPRISES,3267 GIBBONS RD,,,DUNCAN,BC,V9L 4C9,CAN,250-710-5252,AR339549@pal.ca,.,L B ENTERPRISES,Admin339549@pal.ca,0,0
339550,6,DEFAULT,TMT ENTERPRISES****CLOSED*****,4935 - 48 STREET,,,INNISFAIL,AB,T4G 1N1,CAN,403-227-7252,AR339550@pal.ca,.,TMT ENTERPRISES****CLOSED*****,Admin339550@pal.ca,0,0
339552,3,DEFAULT,APEX OILFIELD SERV RED DEER,4424 INDUSTRY AVE,HWY 2A,,RED DEER,AB,T4S 2A8,CAN,403-347-1628,AR339552@pal.ca,.,APEX OILFIELD SERV RED DEER,Admin339552@pal.ca,2500,2500
339554,6,DEFAULT,RANDY'S BRUSHING***CLOSED****,6 FOREST ST,,,IRON BRIDGE,ON,P0R 1H0,CAN,705-843-2366,AR339554@pal.ca,.,RANDY'S BRUSHING***CLOSED****,Admin339554@pal.ca,0,0
339555,6,DEFAULT,IDLE OARS BOAT BUILDERS LTD,662 ARGYLE SOUND RD,,,YARMOUTH COUNTY,NS,B0W 1W0,CAN,902-762-0247,AR339555@pal.ca,.,IDLE OARS BOAT BUILDERS LTD,Admin339555@pal.ca,0,0
339556,5,DEFAULT,M1 COMPOSITES TECHNOLOGY INC,2460 MICHELIN,,,LAVAL,QC,H7L 5C3,CAN,450-686-8864,AR339556@pal.ca,.,M1 COMPOSITES TECHNOLOGY INC,Admin339556@pal.ca,3000,3000
339557,6,DEFAULT,TOTAL FACILITY SOLUTIONS INC,9-920 LEATHORNE ST,,,LONDON,ON,N5Z 3M5,CAN,519-690-1075,AR339557@pal.ca,.,TOTAL FACILITY SOLUTIONS INC,Admin339557@pal.ca,0,0
339558,5,DEFAULT,JB'S SAUSAGE MAKER SUPPLIES,425 MAXWELL CRES,,,REGINA,SK,S4N 5X9,CAN,306-359-6500,AR339558@pal.ca,.,JB'S SAUSAGE MAKER SUPPLIES,Admin339558@pal.ca,2000,2000
